,Model,Displ,Cyl,Trans,Drive,Fuel,Region,Stnd,Description,ID,Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
2230,SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0FPT,small car,1,21,27,23,5,No,382
2231,SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0FPT,small car,1,18,24,21,4,No,422
2232,SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0FPT,small car,1,18,24,21,4,No,422
2233,SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.5JHZ,small car,1,16,22,19,3,No,486
2234,SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.5JHZ,small car,1,16,22,19,3,No,486
2235,TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,503
2236,TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,503
2237,TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,515
2238,TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,515
2239,TOYOTA 86,2.0,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,21,28,24,5,No,373
2240,TOYOTA 86,2.0,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,21,28,24,5,No,373
2241,TOYOTA 86,2.0,4,SemiAuto-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,24,32,27,6,No,328
2242,TOYOTA 86,2.0,4,SemiAuto-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,24,32,27,6,No,328
2243,TOYOTA Avalon,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
2244,TOYOTA Avalon,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
2245,TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P33,midsize car,7,43,43,43,9,Yes,203
2246,TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P33,midsize car,7,43,43,43,9,Yes,203
2247,TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P33,midsize car,7,43,44,44,9,Yes,201
2248,TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P33,midsize car,7,43,44,44,9,Yes,201
2249,TOYOTA Avalon XLE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,341
2250,TOYOTA Avalon XLE,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,341
2251,TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTYXV02.0K6B,small car,3,27,31,29,6,No,305
2252,TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTYXV02.0K6B,small car,3,27,31,29,6,No,305
2253,TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P3A,midsize car,7,29,41,34,8,Yes,264
2254,TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P3A,midsize car,7,29,41,34,8,Yes,264
2255,TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,33,26,5,No,338
2256,TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,33,26,5,No,338
2257,TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P35,midsize car,7,51,53,52,10,Elite,170
2258,TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P35,midsize car,7,51,53,52,10,Elite,170
2259,TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P35,midsize car,7,44,47,46,10,Elite,195
2260,TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P35,midsize car,7,44,47,46,10,Elite,195
2261,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,279
2262,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,279
2263,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,midsize car,6,25,34,29,6,No,309
2264,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,midsize car,6,25,34,29,6,No,309
2265,TOYOTA Camry TRD,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
2266,TOYOTA Camry TRD,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
2267,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P3A,midsize car,7,27,38,31,7,Yes,284
2268,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P3A,midsize car,7,27,38,31,7,Yes,284
2269,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
2270,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
2271,TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,345
2272,TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,345
2273,TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV01.8M5B,small car,5,30,38,33,7,Yes,267
2274,TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV01.8M5B,small car,5,30,38,33,7,Yes,267
2275,TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV01.8M5B,small car,5,29,39,33,7,Yes,266
2276,TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV01.8M5B,small car,5,29,39,33,7,Yes,266
2277,TOYOTA Corolla,2.0,4,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,29,36,32,7,Yes,277
2278,TOYOTA Corolla,2.0,4,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,29,36,32,7,Yes,277
2279,TOYOTA Corolla,2.0,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,31,40,34,8,Yes,257
2280,TOYOTA Corolla,2.0,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,31,40,34,8,Yes,257
2281,TOYOTA Corolla Hatchback,2.0,4,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,28,37,31,7,Yes,280
2282,TOYOTA Corolla Hatchback,2.0,4,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,28,37,31,7,Yes,280
2283,TOYOTA Corolla Hatchback,2.0,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,32,41,35,8,Yes,250
2284,TOYOTA Corolla Hatchback,2.0,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,32,41,35,8,Yes,250
2285,TOYOTA Corolla Hatchback XSE,2.0,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,30,38,33,7,Yes,266
2286,TOYOTA Corolla Hatchback XSE,2.0,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,30,38,33,7,Yes,266
2287,TOYOTA Corolla Hybrid,1.8,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV01.8P33,small car,7,53,52,52,10,Elite,170
2288,TOYOTA Corolla Hybrid,1.8,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV01.8P33,small car,7,53,52,52,10,Elite,170
2289,TOYOTA Corolla XLE,1.8,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV01.8M5B,small car,5,29,37,32,7,Yes,274
2290,TOYOTA Corolla XLE,1.8,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV01.8M5B,small car,5,29,37,32,7,Yes,274
2291,TOYOTA Corolla XSE,2.0,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,31,38,34,8,Yes,265
2292,TOYOTA Corolla XSE,2.0,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,31,38,34,8,Yes,265
2293,TOYOTA Highlander,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5M,small SUV,5,20,28,23,5,No,386
2294,TOYOTA Highlander,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5M,small SUV,5,21,29,24,5,No,372
2295,TOYOTA Highlander,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5M,small SUV,5,20,28,23,5,No,386
2296,TOYOTA Highlander,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5M,small SUV,5,21,29,24,5,No,372
2297,TOYOTA Highlander,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5M,small SUV,5,20,27,23,5,No,387
2298,TOYOTA Highlander,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5M,small SUV,5,20,27,23,5,No,387
2299,TOYOTA Highlander Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXT02.5P34,small SUV,7,36,35,36,8,Yes,245
2300,TOYOTA Highlander Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXT02.5P34,small SUV,7,36,35,36,8,Yes,245
2301,TOYOTA Highlander Hybrid,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXT02.5P34,standard SUV,7,35,35,35,8,Yes,254
2302,TOYOTA Highlander Hybrid,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXT02.5P34,standard SUV,7,35,35,35,8,Yes,254
2303,TOYOTA Highlander Hybrid LTD/PLAT,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXT02.5P34,standard SUV,7,35,34,35,8,Yes,251
2304,TOYOTA Highlander Hybrid LTD/PLAT,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXT02.5P34,standard SUV,7,35,34,35,8,Yes,251
2305,TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTYXT05.7K6Y,standard SUV,3,13,17,14,1,No,618
2306,TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTYXT05.7K6Y,standard SUV,3,13,17,14,1,No,618
2307,TOYOTA Prius,1.8,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV01.8P34,midsize car,7,54,50,52,10,Elite,169
2308,TOYOTA Prius,1.8,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV01.8P34,midsize car,7,54,50,52,10,Elite,169
2309,TOYOTA Prius,1.8,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV01.8P33,midsize car,7,52,48,50,10,Elite,176
2310,TOYOTA Prius,1.8,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV01.8P33,midsize car,7,52,48,50,10,Elite,176
2311,TOYOTA Prius Eco,1.8,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV01.8P34,midsize car,7,58,53,56,10,Elite,158
2312,TOYOTA Prius Eco,1.8,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV01.8P34,midsize car,7,58,53,56,10,Elite,158
2315,TOYOTA RAV4,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,small SUV,6,26,35,30,7,Yes,301
2316,TOYOTA RAV4,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,small SUV,6,28,35,30,7,Yes,290
2317,TOYOTA RAV4,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,small SUV,6,26,35,30,7,Yes,301
2318,TOYOTA RAV4,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,small SUV,6,28,35,30,7,Yes,290
2319,TOYOTA RAV4,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,small SUV,6,25,33,28,6,No,315
2320,TOYOTA RAV4,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,small SUV,6,27,33,29,6,No,301
2321,TOYOTA RAV4,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,small SUV,6,25,33,28,6,No,315
2322,TOYOTA RAV4,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,small SUV,6,27,33,29,6,No,301
2323,TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXT02.5P3N,small SUV,7,41,38,40,9,Yes,223
2324,TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXT02.5P3N,small SUV,7,41,38,40,9,Yes,223
2325,TOYOTA RAV4 LE,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,small SUV,6,27,34,30,7,Yes,296
2326,TOYOTA RAV4 LE,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,small SUV,6,27,34,30,7,Yes,296
2327,TOYOTA RAV4 TRD Offroad,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,small SUV,6,25,32,27,6,No,321
2328,TOYOTA RAV4 TRD Offroad,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,small SUV,6,25,32,27,6,No,321
2329,TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT05.7M5W,standard SUV,5,13,17,15,2,No,609
2330,TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT05.7M5W,standard SUV,5,13,17,15,2,No,609
2331,TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT05.7M5W,standard SUV,5,13,17,14,1,No,618
2332,TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT05.7M5W,standard SUV,5,13,17,14,1,No,618
2333,TOYOTA Sienna,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5M,minivan,5,19,26,21,4,No,417
2334,TOYOTA Sienna,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5M,minivan,5,19,26,21,4,No,417
2335,TOYOTA Sienna,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5M,minivan,5,18,24,20,4,No,441
2336,TOYOTA Sienna,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5M,minivan,5,18,24,20,4,No,441
2337,TOYOTA Supra 3.0,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,24,31,26,5,No,334
2338,TOYOTA Supra 3.0,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,24,31,26,5,No,334
2339,TOYOTA Tacoma,2.7,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT02.7M5P,pickup,5,20,23,21,4,No,423
2340,TOYOTA Tacoma,2.7,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT02.7M5P,pickup,5,20,23,21,4,No,423
2341,TOYOTA Tacoma,2.7,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT02.7M5P,pickup,5,19,22,20,4,No,441
2342,TOYOTA Tacoma,2.7,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT02.7M5P,pickup,5,19,22,20,4,No,441
2343,TOYOTA Tacoma,3.5,6,Man-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5N,pickup,5,17,21,18,3,No,481
2344,TOYOTA Tacoma,3.5,6,Man-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5N,pickup,5,17,21,18,3,No,481
2345,TOYOTA Tacoma,3.5,6,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5N,pickup,5,19,24,21,4,No,431
2346,TOYOTA Tacoma,3.5,6,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5N,pickup,5,19,24,21,4,No,431
2347,TOYOTA Tacoma,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5N,pickup,5,18,22,20,4,No,448
2348,TOYOTA Tacoma,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5N,pickup,5,18,22,20,4,No,448
2349,TOYOTA Tacoma D-CAB MT TRD-ORP/PRO,3.5,6,Man-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT03.5M5N,pickup,5,17,20,18,3,No,483
2350,TOYOTA Tacoma D-CAB MT TRD-ORP/PRO,3.5,6,Man-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT03.5M5N,pickup,5,17,20,18,3,No,483
2351,TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT05.7M5W,pickup,5,13,18,15,2,No,595
2352,TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT05.7M5W,pickup,5,13,18,15,2,No,595
2353,TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT05.7M5W,pickup,5,13,17,14,1,No,614
2354,TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT05.7M5W,pickup,5,13,17,14,1,No,614
2355,TOYOTA Yaris,1.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTYXV01.5K6A,small car,3,30,39,34,8,No,264
2356,TOYOTA Yaris,1.5,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTYXV01.5K6A,small car,3,30,39,34,8,No,264
2357,TOYOTA Yaris,1.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTYXV01.5K6A,small car,3,32,40,35,8,No,252
2358,TOYOTA Yaris,1.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTYXV01.5K6A,small car,3,32,40,35,8,No,252
2359,VOLKSWAGEN Arteon,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV02.0VAB,large car,3,22,29,25,5,No,354
2360,VOLKSWAGEN Arteon,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV02.0VAB,large car,3,22,29,25,5,No,354
2361,VOLKSWAGEN Arteon 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV02.0VAB,large car,3,20,29,23,5,No,377
2362,VOLKSWAGEN Arteon 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV02.0VAB,large car,3,20,29,23,5,No,377
2363,VOLKSWAGEN Atlas,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT02.0VAA,small SUV,3,20,24,22,4,No,408
2364,VOLKSWAGEN Atlas,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT02.0VAA,small SUV,3,20,24,22,4,No,408
2365,VOLKSWAGEN Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAT03.6VAS,small SUV,5,17,23,19,3,No,461
2366,VOLKSWAGEN Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAT03.6VAS,small SUV,5,17,23,19,3,No,461
2367,VOLKSWAGEN Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAT03.6VAS,standard SUV,5,16,22,19,3,No,480
2368,VOLKSWAGEN Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAT03.6VAS,standard SUV,5,16,22,19,3,No,480
2369,VOLKSWAGEN Atlas Cross Sport,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT02.0VAA,small SUV,3,21,24,22,4,No,401
2370,VOLKSWAGEN Atlas Cross Sport,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT02.0VAA,small SUV,3,21,24,22,4,No,401
2371,VOLKSWAGEN Atlas Cross Sport,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAT03.6VAS,small SUV,5,17,23,19,3,No,461
2372,VOLKSWAGEN Atlas Cross Sport,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAT03.6VAS,small SUV,5,17,23,19,3,No,461
2373,VOLKSWAGEN Atlas Cross Sport 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT02.0VAA,small SUV,3,18,23,20,4,No,439
2374,VOLKSWAGEN Atlas Cross Sport 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT02.0VAA,small SUV,3,18,23,20,4,No,439
2375,VOLKSWAGEN Atlas Cross Sport 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAT03.6VAS,small SUV,5,16,22,19,3,No,480
2376,VOLKSWAGEN Atlas Cross Sport 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAT03.6VAS,small SUV,5,16,22,19,3,No,480
2377,VOLKSWAGEN GTI,2.0,4,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LVGAV02.0V3T,small car,7,24,32,27,6,No,327
